1677;2058;302640
1702;2056;302640
1686;2057;302640
1676;2060;302640
1678;2058;302640
1682;2061;302640
1678;2067;302640
1763;2099;302640
1706;2043;302640
1679;2047;302640
1701;2049;302640
1687;2049;302640
1663;2057;302640
1682;2066;302640
1691;2077;302640
1689;2038;302640
1691;2061;302640
1688;2053;302640
1672;2054;302640
1689;2059;302640
1667;2056;302640
1670;2087;302640
1648;2046;302640
1655;2042;302640
1678;2050;302640
1700;2067;302640
1688;2063;302640
1679;2070;302640
1738;2058;302640
1640;2059;302640
1689;2084;302640
1674;2049;302640
1696;2053;302640
1658;2062;302640
1661;2055;302640
1671;2051;302640
1672;2043;302640
1672;2065;302640
1678;2049;302640
1675;2056;302640
1608;2073;302640
1681;2064;302640
1672;2068;302640
1684;2036;302640
1672;2045;302640
1652;2063;302640
1673;2062;302640
1687;2050;302640
1678;2050;302640
1679;2062;302640
1677;2051;302640
1558;2044;302640
1672;2062;302640
1675;2054;302640
1653;2071;302640
1681;2068;302640
1660;2070;302640
1696;2082;302640
1685;2078;302640
1699;2068;302640
