1677;15497;302640
1702;15628;302640
1686;15441;302640
1676;15761;302640
1678;15785;302640
1682;15839;302640
1678;15570;302640
1763;15492;302640
1706;15643;302640
1679;15464;302640
1701;14717;302640
1687;15410;302640
1663;15392;302640
1682;15496;302640
1691;15677;302640
1689;15759;302640
1691;15326;302640
1688;15398;302640
1672;15542;302640
1689;15553;302640
1667;15657;302640
1670;14568;302640
1648;14561;302640
1655;15436;302640
1678;15825;302640
1700;15554;302640
1688;15732;302640
1679;16002;302640
1738;15479;302640
1640;15388;302640
1689;15476;302640
1674;15477;302640
1696;14689;302640
1658;14564;302640
1661;15543;302640
1671;15692;302640
1672;15838;302640
1672;15575;302640
1678;15553;302640
1675;15489;302640
1608;15556;302640
1681;15565;302640
1672;15434;302640
1684;14649;302640
1672;14610;302640
1652;15422;302640
1673;15719;302640
1687;15497;302640
1678;15647;302640
1679;15471;302640
1677;15707;302640
1558;14762;302640
1672;14628;302640
1675;15456;302640
1653;14849;302640
1681;14666;302640
1660;15384;302640
1696;15476;302640
1685;15674;302640
1699;15820;302640
